id,fullName,team,position,status
4649953,Matt Svanson,STL,RP,Active
4650237,Blake Dunn,CIN,LF,Active
4654313,Bryce Miller,SEA,SP,Active
4666100,Zach Neto,LAA,SS,Active
4679983,Chandler Simpson,TB,SS,Active
4683349,Austin Wells,NYY,C,Active
4683350,Logan Allen,CLE,SP,Active
4683356,Mitchell Parker,WSH,SP,Active
4683365,Masyn Winn,STL,SS,Active
4683384,Colt Keith,DET,2B,Active
4684369,Max Kranick,NYM,RP,Active
4684778,Jordan Walker,STL,RF,Active
4686066,Tyler Soderstrom,ATH,1B,Active
4705673,Angel Zerpa,KC,RP,Active
4705677,Bailey Falter,PIT,SP,Active
4717803,Hunter Brown,HOU,SP,Active
4717833,Pete Crow-Armstrong,CHC,CF,Active
4718623,Justyn-Henry Malloy,DET,RF,Active
4719068,Chase Dollander,COL,SP,Active
4719300,Jacob Wilson,ATH,SS,Active
4719324,Wyatt Langford,TEX,LF,Active
4719507,Paul Skenes,PIT,SP,Active
4719511,Dylan Crews,WSH,RF,Active
4720856,Brayan Bello,BOS,SP,Active
4721040,Jace Jung,DET,3B,Active
4721302,Brandon Pfaadt,ARI,SP,Active
4722057,Ryan Zeferjahn,LAA,RP,Active
4722847,Randy Vasquez,SD,SP,Active
4722857,Spencer Steer,CIN,LF,Active
4722862,Eduardo Salazar,WSH,RP,Active
4722925,Juan Morillo,ARI,RP,Active
4722941,Luis Matos,SF,RF,Active
4722960,Daysbel Hernandez,ATL,RP,Active
4725251,Liam Hicks,MIA,C,Active
4728688,Nasim Nunez,WSH,SS,Active
4730225,Mason Miller,ATH,RP,Active
4734319,Reese Olson,DET,SP,Active
4734325,Bowden Francis,TOR,SP,Active
4739755,Nolan Schanuel,LAA,1B,Active
4781491,Yainer Diaz,HOU,C,Active
4807220,Victor Scott II,STL,CF,Active
4810190,Drake Baldwin,ATL,C,Active
4866810,Brad Lord,WSH,RP,Active
4867679,Sean Burke,CHW,SP,Active
4872587,Yoshinobu Yamamoto,LAD,SP,Active
4872647,Jackson Jobe,DET,SP,Active
4875225,Daniel Palencia,CHC,RP,Active
4905859,Felix Bautista,BAL,RP,Active
4905884,Maikel Garcia,KC,3B,Active
4905900,Jose Butto,NYM,RP,Active
4905920,Alexis Diaz,CIN,RP,Active
4905921,Junior Caminero,TB,3B,Active
4905923,Ronny Henriquez,MIA,RP,Active
4912412,Ronny Simon,MIA,2B,Active
4916269,Ryne Nelson,ARI,RP,Active
4916509,Huascar Brazoban,NYM,RP,Active
4917694,Elly De La Cruz,CIN,SS,Active
4917787,Adael Amador,COL,2B,Active
4917819,Jack Kochanowicz,LAA,SP,Active
4917824,Edgar Quero,CHW,C,Active
4917836,George Soriano,MIA,RP,Active
4917841,Josh Walker,TOR,RP,Active
4917865,Abner Uribe,MIL,RP,Active
4917869,Jackson Chourio,MIL,LF,Active
4917888,Louis Varland,MIN,RP,Active
4917897,Colin Holderman,PIT,RP,Active
4917919,Lawrence Butler,ATH,RF,Active
4917924,Dustin Harris,TEX,LF,Active
4917925,Justin Slaten,BOS,RP,Active
4917927,Kyle Manzardo,CLE,1B,Active
4918256,James Wood,WSH,LF,Active
4919929,Randy Rodriguez,SF,RP,Active
4966637,Nick Kurtz,ATH,1B,Active
4987382,Ceddanne Rafaela,BOS,CF,Active
4987389,Hunter Bigge,TB,RP,Active
4987645,Mitch Spence,ATH,RP,Active
4987650,Eric Wagaman,MIA,1B,Active
4987924,Cade Smith,CLE,RP,Active
4990055,Wilyer Abreu,BOS,RF,Active
4990069,Chase Shugart,PIT,RP,Active
4990459,Tom Cosgrove,CHC,RP,Active
4995802,Jared Koenig,MIL,RP,Active
4997589,Addison Barger,TOR,RF,Active
5000950,Ryan Walker,SF,RP,Active
5002931,Steven Cruz,KC,RP,Active
5006093,Kyle Leahy,STL,RP,Active
5007615,Caleb Durbin,MIL,2B,Active
5007859,Ryan Johnson,LAA,RP,Active
5012120,Carlos Narvaez,BOS,C,Active
5016968,Ben Rice,NYY,1B,Active
5073992,Javier Sanoja,MIA,LF,Active
5080633,Jackson Holliday,BAL,2B,Active
5080766,Cam Smith,HOU,RF,Active
5085743,Cade Povich,BAL,SP,Active
5101355,Luis Ortiz,CLE,SP,Active
5116851,Justin Martinez,ARI,RP,Active
5119607,Jose Ferrer,WSH,RP,Active
5120296,Blake Sabol,BOS,C,Active
5125167,Robert Garcia,TEX,RP,Active
5125912,Kade Strowd,BAL,RP,Active
5131708,Chad Patrick,MIL,SP,Active
5131856,Troy Taylor,SEA,RP,Active
5131986,Ryan Gusto,HOU,RP,Active
5132011,Will Warren,NYY,SP,Active
5132012,Mickey Gasper,MIN,2B,Active
5132014,Agustin Ramirez,MIA,C,Active
5132025,Luis Guerrero,BOS,RP,Active
5132121,Jordan Leasure,CHW,RP,Active
5132624,Osvaldo Bido,ATH,SP,Active
5134022,Anthony Veneziano,MIA,RP,Active
5134621,Jung Hoo Lee,SF,CF,Active
5134630,Shota Imanaga,CHC,SP,Active
5134638,Roki Sasaki,LAD,SP,Active
5136077,Spencer Bivens,SF,RP,Active
5136082,Jack Dreyer,LAD,RP,Active
5136495,Logan VanWey,HOU,RP,Active
5137883,Zach Dezenzo,HOU,RF,Active
5185106,Angel Chivilli,COL,RP,Active
5185107,Juan Mejia,COL,RP,Active
5185133,Porter Hodge,CHC,RP,Active
5196249,Ryan Bergert,SD,SP,Active
5196880,Luarbert Arias,MIA,RP,Active
5197093,Brant Hurter,DET,RP,Active
5197166,Hayden Birdsong,SF,RP,Active
5201569,Kristian Campbell,BOS,2B,Active
5201814,Shane Smith,CHW,SP,Active
5201821,Bryan King,HOU,RP,Active
5202474,Logan Evans,SEA,SP,Active
5204400,Seth Halvorsen,COL,RP,Active
5207459,Zachary Agnos,COL,RP,Active
5255095,Brandon Young,BAL,P,Active
5265417,Jose Fermin,LAA,RP,Active
5270578,David Morgan,SD,RP,Active
